Crop,Disease,Farmer_Symptoms,Technical_Symptoms,Treatment,Prevention,RecoveryTime,processed_symptoms
Cempedak,Root Rot,"Wilting and root decay, stunted growth on cempedak, visible to the farmer.","Root Rot affecting Cempedak. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Root Rot on Cempedak as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Cempedak,Bacterial Blight,"Water-soaked lesions, yellowing and wilting on cempedak, visible to the farmer.","Bacterial Blight affecting Cempedak. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Bacterial Blight on Cempedak as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Saskatoon Berry,Leaf Spot,"Small spots on leaves, often brown or black on saskatoon berry, visible to the farmer.","Leaf Spot affecting Saskatoon Berry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Leaf Spot on Saskatoon Berry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Saskatoon Berry,Powdery Mildew,"White powdery coating on leaf surfaces on saskatoon berry, visible to the farmer.","Powdery Mildew affecting Saskatoon Berry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Powdery Mildew on Saskatoon Berry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Saskatoon Berry,Rust,"Orange/brown pustules on leaves and stems on saskatoon berry, visible to the farmer.","Rust affecting Saskatoon Berry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Rust on Saskatoon Berry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Saskatoon Berry,Root Rot,"Wilting and root decay, stunted growth on saskatoon berry, visible to the farmer.","Root Rot affecting Saskatoon Berry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Root Rot on Saskatoon Berry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Saskatoon Berry,Bacterial Blight,"Water-soaked lesions, yellowing and wilting on saskatoon berry, visible to the farmer.","Bacterial Blight affecting Saskatoon Berry. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Bacterial Blight on Saskatoon Berry as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Sea Kale,Leaf Spot,"Small spots on leaves, often brown or black on sea kale, visible to the farmer.","Leaf Spot affecting Sea Kale. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Leaf Spot on Sea Kale as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Sea Kale,Powdery Mildew,"White powdery coating on leaf surfaces on sea kale, visible to the farmer.","Powdery Mildew affecting Sea Kale. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Powdery Mildew on Sea Kale as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Sea Kale,Rust,"Orange/brown pustules on leaves and stems on sea kale, visible to the farmer.","Rust affecting Sea Kale. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Rust on Sea Kale as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Sea Kale,Root Rot,"Wilting and root decay, stunted growth on sea kale, visible to the farmer.","Root Rot affecting Sea Kale. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Root Rot on Sea Kale as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Sea Kale,Bacterial Blight,"Water-soaked lesions, yellowing and wilting on sea kale, visible to the farmer.","Bacterial Blight affecting Sea Kale. Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Bacterial Blight on Sea Kale as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Jerusalem Artichoke (Sunchoke),Leaf Spot,"Small spots on leaves, often brown or black on jerusalem artichoke (sunchoke), visible to the farmer.","Leaf Spot affecting Jerusalem Artichoke (Sunchoke). Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Leaf Spot on Jerusalem Artichoke (Sunchoke) as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Jerusalem Artichoke (Sunchoke),Powdery Mildew,"White powdery coating on leaf surfaces on jerusalem artichoke (sunchoke), visible to the farmer.","Powdery Mildew affecting Jerusalem Artichoke (Sunchoke). Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Powdery Mildew on Jerusalem Artichoke (Sunchoke) as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
Jerusalem Artichoke (Sunchoke),Rust,"Orange/brown pustules on leaves and stems on jerusalem artichoke (sunchoke), visible to the farmer.","Rust affecting Jerusalem Artichoke (Sunchoke). Detailed description: lesions, discoloration, yield loss depending on severity.",Apply appropriate chemical/biological control measures for Rust on Jerusalem Artichoke (Sunchoke) as per label instructions; consider cultural controls.,"Use clean planting material, rotate crops, maintain field sanitation, use resistant varieties if available.",Varies (7-30 days) depending on disease and treatment.,
